DOI,Institutions
10.1103/PhysRevB.98.155320,"Forschungszentrum Julich,Rhein Westfal TH Aachen"
10.1007/s11128-023-04193-w,"Jishou Univ,Hunan Normal Univ"
10.1103/PhysRevB.91.214303,"UCL,Univ Oxford"
10.1103/PhysRevLett.117.015502,"RIKEN,Xi An Jiao Tong Univ,TU Wien,Univ Michigan"
10.1103/PhysRevA.109.032601,"Univ Illinois,Univ Calif Los Angeles"
10.1364/JOSAB.435409,"Xi An Jiao Tong Univ,Hubei Univ Automot Technol"
10.1002/chem.202303082,"Tohoku Univ,Nara Womens Univ,Nankai Univ,Tongji Univ"
10.1103/PhysRevX.9.021011,"Delft Univ Technol,Univ Wisconsin,Univ New South Wales"
10.1103/PhysRevX.12.021026,"Delft Univ Technol,QuTech,Netherlands Org Appl Sci Res TNO"
10.1103/PhysRevApplied.10.044017,"Univ New South Wales,Keio Univ"
10.1103/PhysRevB.105.165308,"Chinese Acad Sci,Univ Chinese Acad Sci,Beijing Acad Quantum Informat Sci"
10.1038/s41534-021-00500-4,"Southern Univ Sci & Technol,Hefei Natl Lab,Univ Buffalo SUNY"
10.1103/PhysRevApplied.11.044026,"Xi An Jiao Tong Univ,Purdue Univ"
10.1038/s41467-024-50763-6,"IST Austria,Ist NanoSci CNR,Scuola Normale Super Pisa,Politecn Milan"
10.1103/PhysRevLett.131.197001,"Univ Basel,IBM Res Europe Zurich,Univ Sao Paulo,RIKEN"
10.1002/adma.202405916,"Nanyang Technol Univ,Univ New South Wales"
10.1002/advs.202407442,"Forschungszentrum Julich,Rhein Westfal TH Aachen,Univ Munster,Tascon GmbH,Univ Wisconsin,Leibniz Inst Kristallzuchtung IKZ,Univ New South Wales,Albert Ludwigs Univ Freiburg,ARQUE Syst GmbH,Univ Regensburg"
10.1126/sciadv.abn5130,"Princeton Univ,Univ Maryland,Sandia Natl Labs,Univ Penn"
10.1016/j.cap.2014.06.017,"Univ Paderborn,Stanford Univ,Natl Inst Informat,Korea Adv Inst Sci & Technol"
10.1021/jacs.5b13408,"Univ Florence,Univ Turin"
10.1103/PhysRevApplied.20.044058,"Rhein Westfal TH Aachen,Univ Regensburg,Ruhr Univ Bochum"
10.1103/PhysRevB.103.L161409,"City Univ Hong Kong,Univ Maryland Baltimore Cty"
10.1038/s41467-023-44114-0,"IST Austria,Eindhoven Univ Technol,Politecn Milan,Univ Oxford,Univ Copenhagen,Consejo Super Invest Cient ICMM CSIC,Lund Univ,Norwegian Univ Sci & Technol,Louisiana State Univ"
10.1039/c5sc04295j,"Univ Florence,INSTM RU Florence,Univ Turin,NIS Ctr"
10.1007/s00340-016-6527-4,"Johannes Gutenberg Univ Mainz,UBA,Consejo Nacl Invest Cient & Tecn"
10.1103/PhysRevApplied.18.064028,"Princeton Univ,Univ Maryland,HRL Labs LLC,Univ Calif Los Angeles,Univ Penn"
10.1016/j.physe.2018.01.024,"Univ Bahrain,Aswan Univ"
10.1103/PhysRevB.87.195307,"AGH Univ Sci & Technol,Univ Antwerp"
10.1038/s41598-018-34108-0,"Univ Sci & Technol China,Univ Calif Los Angeles"
10.21468/SciPostPhys.17.1.014,"Norwegian Univ Sci & Technol,Leiden Univ"
10.1021/acsanm.3c05470,"Univ Basel,Qnami AG"
10.1126/science.aau4691,"Harvard Univ,CALTECH,Sandia Natl Labs"
10.1103/PhysRevB.101.165302,"Univ Belgrade,Safarik Univ"
10.1103/PhysRevB.91.085419,"Forschungszentrum Julich,Rhein Westfal TH Aachen"
10.1209/0295-5075/107/67004,"Univ Gdansk,Natl Quantum Informat Ctr Gdansk,Wroclaw Univ Technol,Charles Univ Prague,Gdansk Univ Technol"
10.1103/PhysRevB.82.075403,"Harvard Univ,NIST,IBM TJ Watson Res Ctr,Univ Calif Santa Barbara"
10.1038/s41598-019-52868-1,"Univ New Mexico,Sandia Natl Labs,Univ Sherbrooke,Ctr Integrated Nanotechnol"
10.1038/s41586-024-07252-z,"Harvard Univ,AWS Ctr Quantum Networking,MIT"
10.1103/PRXQuantum.2.040306,"Univ Copenhagen,Purdue Univ"
10.1021/acsami.1c16988,"Ajou Univ,Univ Chicago,Argonne Natl Lab"
10.1103/PhysRevB.101.155307,"Univ Belgrade,Safarik Univ"
10.1038/nature10401,"Delft Univ Technol,Bates Coll"
10.1088/1367-2630/acf2bd,"Univ Santiago Chile,Univ Notre Dame,Millennium Inst Res Opt"
10.1103/PhysRevApplied.22.064077,"Virginia Commonwealth Univ,Univ Calif Los Angeles,Lawrence Berkeley Natl Lab,Univ Calif Berkeley"
10.1063/5.0072414,"Natl Taiwan Univ,Taiwan Semicond Res Inst"
10.1557/s43577-021-00147-8,"Delft Univ Technol,US Army,Univ Maryland,NIST,Univ Delaware"
10.1103/PhysRevB.85.014408,"Univ Groningen,Univ Grenoble 1,CEA Grenoble,Univ Tokyo,JST,Res Ctr Julich,IM2NP CNRS,Univ Aix Marseille"
10.1016/j.aop.2015.07.029,"Jaypee Inst Informat Technol,Indian Inst Technol,Poornaprajna Inst Sci Res"
10.1103/PhysRevLett.127.057701,"Univ Basel,RIKEN,Slovak Acad Sci,Univ Calif Santa Barbara,Lab Phys Sci,Colorado Sch Mines"
10.1103/PhysRevB.109.045438,"Budapest Univ Technol & Econ,MTA BME Quantum Dynam & Correlat Res Grp"
10.1038/s41467-020-17865-3,"Forschungszentrum Julich GmbH,Rhein Westfal TH Aachen,Ruhr Univ Bochum,Univ Regensburg"
10.1103/PhysRevB.95.195316,"Univ New South Wales,Univ Sci & Technol China"
10.1038/s41534-023-00699-4,"Seoul Natl Univ,Pusan Natl Univ,Weizmann Inst Sci"
10.1038/s41563-021-01148-3,"Univ Stuttgart,Kyoto Univ,Fraunhofer Inst Integrated Syst & Device Technol,Helmholtz Zentrum Dresden Rossendorf,Leibniz Inst Surface Engn IOM,Univ Calif Davis,Linkoping Univ"
10.1103/PhysRevB.103.235314,"Univ Maryland Baltimore Cty,Lab Phys Sci"
10.1103/PhysRevApplied.17.054006,"Univ New South Wales,UNSW Sydney"
10.1103/PhysRevA.82.013601,"Shanxi Univ,Shaoxing Univ,Zhejiang Ocean Univ"
10.1103/PhysRevB.106.L201305,"Lund Univ,Univ Copenhagen"
10.1103/PhysRevLett.118.167204,"Univ Melbourne,Melbourne Ctr Nanofabricat,Univ Basel"
10.1126/science.1253512,"Delft Univ Technol,Element Six Ltd"
10.1103/PhysRevB.109.085303,"Univ Basel,RIKEN"
10.1140/epjp/s13360-023-04267-9,"SUNY Polytech Inst,Informat Directorate"
10.1038/s41534-024-00813-0,"RIKEN Ctr Emergent Matter Sci CEMS,RIKEN Ctr Quantum Comp RQC,Delft Univ Technol,Netherlands Org Appl Sci Res TNO"
10.1103/PhysRevApplied.18.L061003,"Virginia Tech,Univ Colorado Boulder,Univ Delaware"
10.1103/PhysRevLett.106.040505,"Harvard Univ,CALTECH,Univ Michigan"
10.1038/s41586-019-1919-3,"Delft Univ Technol,Netherlands Org Appl Sci Res TNO"
10.1002/cjoc.202400048,"Westlake Univ,Westlake Inst Adv Study"
10.1038/s41534-021-00449-4,"Nanyang Technol Univ,Univ New South Wales,Natl Univ Singapore"
10.1103/PhysRevB.109.134106,"Univ Melbourne,CUNY City Coll New York"
10.1038/s41534-022-00639-8,"Delft Univ Technol,QuTech,Netherlands Org Appl Sci Res TNO,Forschungszentrum Julich"
10.1016/j.physleta.2011.11.022,"Natl Univ Def Technol,Tsinghua Univ"
10.1038/nature12011,"Univ New S Wales,UCL,Univ Melbourne"
10.1063/1.4868107,"Univ Sydney,Univ Calif Santa Barbara"
10.1038/s41565-017-0014-x,"RIKEN,Univ Tokyo,PRESTO,Tokyo Inst Technol,Nagoya Univ,Keio Univ"
10.1088/0253-6102/61/2/06,"Xuchang Univ,Zhejiang Ocean Univ"
10.1103/PhysRevApplied.10.054026,"Forschungszentrum Julich,Rhein Westfal TH Aachen,Harvard Univ,Weizmann Inst Sci,Ruhr Univ Bochum,Univ Regensburg"
10.1038/s41467-020-16745-0,"Univ Rochester,Chapman Univ,Purdue Univ"
10.1103/PhysRevB.100.041304,"Delft Univ Technol,IHP Leibniz Inst innovat Mikroelekt,Univ Roma Tre,QuTech,Netherlands Org Appl Sci Res TNO"
10.1103/PhysRevA.107.033708,"Univ Sci & Technol China,Univ Calif Los Angeles,Suzhou Univ"
10.1038/s41534-024-00897-8,"Delft Univ Technol,Univ Calif Los Angeles"
10.1038/s41586-022-04819-6,"Delft Univ Technol,Univ Technol,Element Six,Forschungszentrum Juelich"
10.1002/adma.202208998,"Univ Stuttgart,Heidelberg Univ"
10.1063/5.0177857,"IBM Res Zurich,Univ Basel"
10.1103/PhysRevLett.120.137702,"Univ Grenoble Alpes,CEA"
10.1109/TASC.2022.3148965,"VTT Tech Res Ctr Finland Ltd,Bluefors Oy"
10.1145/3474222,"Intel Corp,HITEC Univ,UCL,Delft Univ Technol"
10.1021/acs.nanolett.3c03681,"Nanyang Technol Univ,Univ New South Wales,Agcy Sci Tech & Res A STAR"
10.1088/0953-4075/45/23/235501,"Sci Pract Mat Res Ctr NAS Belarus,Univ Szczecin"
10.1103/PhysRevA.90.042327,"Harbin Inst Technol,Yanbian Univ"
10.1038/s42005-022-01041-8,"Univ Calif Los Angeles,UCLA,Virginia Commonwealth Univ"
10.1103/PhysRevApplied.18.054090,"CSIC,Univ Basque Country UPV EHU,Basque Res & Technol Alliance BRTA"
10.1088/2058-9565/aaf3c4,"Univ Waterloo,Univ Oxford"
10.1103/PhysRevB.95.075403,"Univ New South Wales,Delft Univ Technol,NIST"
10.1039/d3nr03844k,"Natl Univ Singapore,ASTAR,Natl Inst Mat Sci,Univ Arkansas"
10.1038/s41598-020-61976-2,"Univ Sci & Technol China,Univ Calif Los Angeles"
10.1038/s41565-020-0769-3,"Univ Sheffield,Johannes Kepler Univ Linz"
10.1016/j.aop.2016.03.001,"Inner Mongolia Univ Sci & Technol,Harbin Inst Technol"
10.1103/PhysRevApplied.18.064082,"Sandia Natl Labs,Princeton Univ,Univ Calif Los Angeles"
10.1103/PhysRevB.108.205404,"Natl Res Lobachevsky State Univ Nizhny Novgorod,Russian Quantum Ctr,Natl Res Council Canada"
10.1103/PhysRevApplied.16.064058,"Japan Adv Inst Sci & Technol,Kyoto Univ,Natl Inst Mat Sci,Tohoku Univ,Niigata Univ"
10.1039/d4qi02324b,"Zhejiang Univ,Westlake Univ,Westlake Inst Adv Study"
10.1021/jacs.2c11784,"Northwestern Univ,Univ Calif Irvine,Univ Florida,Univ Arizona,Univ Sydney,MIT,Georgia Inst Technol,Univ Colorado Boulder,Argonne Natl Lab,Arizona State Univ,Westlake Univ"
10.1038/s41534-018-0059-1,"CEA,Univ Grenoble Alpes"
10.1038/s41586-024-07160-2,"Univ New South Wales,Diraq,Univ Oxford,Leibniz Inst Kristallzuchtung,VITCON Projectconsult,Simon Fraser Univ,Univ Sydney,Quantum Mot Technol"
10.1103/PhysRevApplied.17.054007,"Univ New South Wales,UNSW Sydney,Univ Saarland"
10.1109/LED.2020.3001291,"Katholieke Univ Leuven,IMEC"
10.1103/PhysRevLett.122.207703,"RIKEN,RIKEN Cluster Pioneering Res,B Verkin Inst Low Temp Phys & Engn,Kharkov Natl Univ,Natl Inst Adv Ind Sci & Technol,NIMS,Univ Michigan"
10.1088/0957-4484/27/46/464003,"McGill Univ,Univ Sherbrooke,Canadian Inst Adv Res"
10.1103/PhysRevX.11.041041,"Univ Cambridge,MIT,CCDC Army Res Lab,Delft Univ Technol"
10.1103/PRXQuantum.4.010319,"Univ New South Wales,Silicon Quantum Comp,Univ Basel,Univ Queensland,PsiQuantum Ltd"
10.1126/science.aaw2906,"Univ Cambridge,Tech Univ Denmark,Univ Sheffield,Univ Cote dAzur"
10.1021/acsnano.3c10633,"Univ Calif San Diego,Georgia Inst Technol,Max Planck Inst Phys Komplexer Syst,Univ Calif Los Angeles"
10.1002/qute.202000005,"Australian Res Council,UNSW Sydney,Univ Paris Saclay,Univ Melbourne"
10.1038/ncomms3069,"Univ New S Wales,Lab Phys Sci,Purdue Univ"
10.1039/d3mh01201h,"CSIC,Univ Zaragoza"
10.1038/s41567-020-0952-3,"Yale Univ,Delft Univ Technol,Microsoft Quantum Lab Delft,Univ Copenhagen"
10.1016/j.cclet.2024.110100,"Peking Univ,South China Univ Technol,Guangdong Univ Technol,Kunming Univ Sci & Technol,Chinese Acad Sci,Nanjing Univ Posts & Telecommun,Soochow Univ,Univ Sci & Technol China,Inst Phys,Univ Chinese Acad Sci,Beijing Normal Univ,South China Normal Univ,Nanjing Univ Sci & Technol,Zhengzhou Univ,East China Univ Sci Technol,Shaanxi Normal Univ,Northeast Normal Univ,Natl Ctr Nanosci & Technol,Henan Agr Univ,Huazhong Univ Sci & Technol,Shanghai Univ,Nanchang Univ,Tsinghua Univ,CSIC UPV,Inst Mol Sci,Tongji Univ,Tianjin Fifth Cent Hosp,ShanghaiTech Univ,Univ Chinese Acad Sci UCAS,Natl Nat Sci Fdn China"
10.1126/sciadv.aaq1459,"Univ New South Wales,Purdue Univ,Univ Sussex"
10.1038/ncomms5822,"Chinese Acad Sci,Chinese Univ Hong Kong,Univ Sci & Technol China,UCL,Univ Oxford,Beijing Computat Sci Res Ctr"
10.1038/s42005-019-0113-0,"Natl Res Council Canada,Univ Waterloo,Sandia Natl Labs"
10.1021/acs.nanolett.2c03034,"Barcelona Inst Sci & Technol,Argonne Natl Lab"
10.1103/PhysRevLett.128.067702,"Swiss Fed Inst Technol,Natl Inst Mat Sci"
10.1587/transele.2022FUS0001,"Tokyo Inst Technol,Nikon Inc"
10.1103/PhysRevB.101.155311,"Forschungszentrum Julich,Rhein Westfal TH Aachen"
10.1103/PhysRevApplied.20.054024,"RIKEN,Slovak Acad Sci,Tokyo Inst Technol,QuTech,Netherlands Org Appl Sci Res TNO,Delft Univ Technol,Univ Basel"
10.1088/1751-8113/48/6/065304,"CNR,Univ Milano Bicocca"
10.1016/j.optcom.2017.01.056,"Chungbuk Natl Univ,Korea Inst Sci & Technol,Natl Secur Res Inst"
10.1103/PhysRevA.89.022310,"Univ Maryland,Univ Maryland Baltimore Cty"
10.1103/PhysRevA.106.L030402,"Univ Maryland,Forschungszentrum Julich,Julich Aachen Res Alliance"
10.1103/PhysRevB.89.085314,"Univ Maryland,Univ Maryland Baltimore Cty"
10.1103/PhysRevApplied.22.044057,"HRL Labs LLC,Univ Calif Los Angeles,Stanford Univ,Microsoft,SCAD Savannah"
10.1103/PhysRevA.102.042602,"Wroclaw Univ Technol,Polish Acad Sci"
10.1039/c6dt02664h,"CSIC,Univ Zaragoza,Fdn ARAID,Univ Barcelona,TU Wien,Delft Univ Technol"
10.1038/s41565-020-00828-6,"Univ Basel,Eindhoven Univ Technol"
10.1103/PhysRevA.81.044305,"Univ Basque Country,Basque Fdn Sci"
10.1103/PhysRevA.99.042316,"City Univ Hong Kong,South China Normal Univ"
10.1063/5.0031231,"Seoul Natl Univ,Pusan Natl Univ,Weizmann Inst Sci"
10.1038/s41563-024-01857-5,"IBM Res Europe Zurich,TJ Watson Res Ctr"
10.1103/PhysRevB.107.085428,"Barcelona Inst Sci & Technol,ICREA,Czech Acad Sci"
10.1021/acs.nanolett.7b01796,"Univ Stuttgart,Tech Univ Munich,Hungarian Acad Sci,Budapest Univ Technol & Econ,Swabian Instruments GmbH,Univ Leipzig,Natl Inst Mat Sci,Univ Tsukuba,Australian Natl Univ,Ctr Phys Sci & Technol,Max Planck Inst Solid State Res,CSIC,Barcelona Inst Sci & Technol,ICREA"
10.1103/PhysRevA.107.033516,"Wenzhou Univ,Hangzhou Normal Univ,Anhui Univ"
10.1103/PhysRevA.96.042108,"Univ Warsaw,Polish Acad Sci"
10.1039/d3cc04770a,"Nara Womens Univ,Nihon Univ"
10.1002/chem.202304202,"Chitose Inst Sci & Technol,Tohoku Univ,Univ Hong Kong,Osaka Metropolitan Univ,Tongji Univ"
10.1016/j.physleta.2014.08.015,"Univ Elect Sci & Technol China,Univ Hong Kong,Tsinghua Univ,Collaborat Innovat Ctr Quantum Matter"
10.1039/c3nr04114j,"Fudan Univ,Huazhong Univ Sci & Technol"
10.1103/PhysRevLett.110.010403,"Rhein Westfal TH Aachen,JARA Fundamentals Future Informat Technol"
10.1038/s41467-021-24494-x,"Hasselt Univ,Czech Tech Univ,Czech Acad Sci,Univ Vienna,Wigner Res Ctr Phys,Linkoping Univ,IMEC,Budapest Univ Technol & Econ"
10.1098/rsta.2021.0275,"Univ Maryland Baltimore Cty,Lab Phys Sci,Univ Maryland"
10.1134/S1070328417040066,"Southern Fed Univ,Russian Acad Sci"
10.1088/1367-2630/aa7faf,"J Stefan Inst,Univ Ljubljana"
10.1103/PhysRevB.83.121403,"Delft Univ Technol,CNRS,Univ Grenoble 1"
10.1039/d0sc03107k,"Univ Parma,INSTM,Univ Zaragoza,Univ Barcelona,Univ Barcelona IN2UB"
10.1103/PhysRevLett.121.177701,"Univ Konstanz,Princeton Univ"
10.1103/PhysRevLett.122.217702,"Univ Sherbrooke,Sandia Natl Labs,Canadian Inst Adv Res"
10.1103/PhysRevB.88.195131,"Sandia Natl Labs,Univ Maryland,Univ Maryland Baltimore Cty"
10.1038/s41534-023-00719-3,"RIKEN Ctr Quantum Comp,RIKEN,Tokyo Inst Technol"
10.1103/PhysRevA.100.022318,"Wroclaw Univ Sci & Technol,Acad Sci Czech Republ,Polish Acad Sci"
10.1103/PhysRevApplied.18.024053,"Delft Univ Technol,Univ Technol Sydney,Netherlands Org Appl Sci Res TNO,Intel Corp"
10.1038/srep03121,"ETH,UCL"
10.22331/q-2019-12-09-212,"Quantum Mot Technol Ltd,Univ Oxford,UCL"
10.1038/ncomms1378,"Natl Inst Mat Sci,Japan Sci & Technol Agcy"
10.1103/PhysRevA.85.062312,"Univ Waterloo,Natl Univ Singapore,Univ Guelph,Perimeter Inst Theoret Phys"
10.1103/PhysRevA.90.022118,"SUNY Buffalo,Jilin Univ"
10.1088/0953-8984/23/11/115302,"Silesian Univ,Lund Univ,Polish Acad Sci"
10.1103/PhysRevLett.111.086805,"Beijing Computat Sci Res Ctr,Fudan Univ,RIKEN,Univ Michigan"
10.1063/1.4966946,"Univ Grenoble Alpes,CEA"
10.1038/NNANO.2017.154,"Princeton Univ,Lawrence Berkeley Natl Lab"
10.1088/2058-9565/ab86c9,"HRL Labs LLC,IBM Thomas J Watson Res Ctr"
10.1103/PhysRevX.8.041050,"Technion Israel Inst Technol,Natl Res Council Canada,Univ Ottawa"
10.1063/1.5082878,"Hefei Univ Technol,Shanxi Univ,Univ Oxford"
10.1063/1.5004147,"Tech Univ Berlin,Technion Israel Inst Technol,Univ Washington,Otto von Guericke Univ"
10.1063/1.4752863,"Univ Sydney,Univ Calif Santa Barbara"
10.1103/PhysRevB.108.245301,"Univ New South Wales,Delft Univ Technol,Univ British Columbia"
10.1103/PhysRevB.105.075308,"Univ Basel,Univ Augsburg"
10.1103/PhysRevB.93.205434,"Univ Konstanz,Norwegian Univ Sci & Technol"
10.1021/acs.nanolett.9b02149,"Univ Copenhagen,Microsoft Quantum Lab Copenhagen"
10.1021/acs.nanolett.0c02589,"Delft Univ Technol,TNO"
10.1038/srep12685,"Univ Maryland,City Univ Hong Kong"
10.1021/jacs.3c01243,"Northwestern Univ,Univ Oxford"
10.1038/ncomms1856,"Harvard Smithsonian Ctr Astrophys,Harvard Univ,MIT,Pontificia Univ Catolica Chile"
10.1126/science.ade5050,"Inst Basic Sci IBS,Ewha Womans Univ,Peking Univ,Collaborat Innovat Ctr Quantum Matter,Univ Tokyo,Univ Basque Country,Donostia Int Phys Ctr DIPC,Basque Fdn Sci,Almaden Res Ctr"
10.1038/s41467-022-28302-y,"Sandia Natl Labs,IBM Quantum,HRL Laboratories LLC"
10.1038/s41467-023-44494-3,"Washington Univ,Kansas State Univ,Harvard Univ,Purdue Univ"
10.1063/5.0088576,"Delft Univ Technol,QuTech & Netherlands Org Appl Sci Res TNO"
10.1038/s41928-021-00687-6,"Ecole Polytech Fed Lausanne,Hitachi Europe Ltd,Univ Cambridge,Nexus"
10.1103/PhysRevApplied.22.054048,"Univ Sci & Technol China,Natl Key Lab Solid State Microwave Devices & Circu"
10.1038/ncomms6156,"Harvard Univ,Univ Sydney,Weizmann Inst Sci"
10.1038/s41467-024-52010-4,"Univ New South Wales,Diraq,Keio Univ"
10.1103/PhysRevB.92.121301,"Univ Sheffield,Univ London,Hitachi Europe Ltd"
10.1016/j.physleta.2010.12.048,"Hebei Normal Univ,NYU"
10.1038/ncomms5225,"Lab Phys Sci,Univ Maryland"
10.1103/PhysRevApplied.22.014033,"Univ Copenhagen,Leiden Univ,Norwegian Univ Sci & Technol,QDevil,Univ Oxford,Purdue Univ"
10.1038/srep19482,"Shanxi Normal Univ,Harbin Inst Technol,Yanbian Univ"
10.1103/PRXQuantum.3.040328,"Harvard Univ,Princeton Univ,Suranaree Univ Technol,Natl Changhua Univ Educ,Inst Solid State Phys & Opt,Budapest Univ Technol & Econ,Delft Univ Technol,Univ Waterloo,IMEC"
10.1103/PhysRevX.10.021006,"Delft Univ Technol,Univ Konstanz,Univ Wisconsin,McGill Univ,Univ New South Wales"
10.1103/PhysRevB.108.125405,"Univ Wisconsin Madison,Univ New South Wales,Delft Univ Technol"
10.1038/s41534-024-00823-y,"Quantum Mot,UCL,Univ Oxford"
10.1103/PhysRevB.105.245308,"Univ Maryland Baltimore Cty,Lab Phys Sci,Univ Maryland"
10.1007/s10773-013-1944-1,"Changsha Univ Sci & Technol,Huanggang Normal Univ"
10.1109/TMAG.2018.2815696,"IIT Roorkee,Dept Elect & Elect Engn"
10.1103/PhysRevLett.106.180503,"Univ Wisconsin,SUNY Buffalo"
10.1002/qute.201900017,"Univ Milano Bicocca,Univ Nottingham,Liverpool John Moores Univ,Univ Lincoln"
10.1103/PhysRevA.86.012317,"Univ Calif Berkeley,Berkeley Quantum Informat & Computat Ctr"
10.1021/acs.nanolett.9b03254,"Delft Univ Technol,Intel Corp"
10.1103/PhysRevB.96.235434,"Univ Konstanz,Princeton Univ,NIST"
10.1016/j.sse.2024.108883,"Nanoacad Technol Inc,STMicrolectronics"
10.1088/1367-2630/ad19ab,"Beijing Acad Quantum Informat Sci,Peking Univ"
10.1038/s41565-022-01282-2,"Univ Cambridge,Johannes Kepler Univ Linz,Indian Inst Technol Delhi,Univ Sheffield,Univ Oxford"
10.1103/PhysRevApplied.19.024068,"Univ New South Wales,UNSW"
10.1103/PhysRevB.92.125434,"Univ Waterloo,Natl Res Council Canada"
10.1016/j.optcom.2013.11.051,"Beijing Forestry Univ,Beijing Univ Aeronaut & Astronaut"
10.1088/1367-2630/18/1/013033,"Kinki Univ,NTT Corp,Tech Univ Dortmund,Univ Sao Paulo"
10.1063/1.3518919,"Univ Tokyo,Univ Sherbrooke,Pohang Univ Sci & Technol,Univ Leoben,Tokyo Inst Technol,Japan Sci & Technol Agcy"
10.1063/5.0179958,"Univ New South Wales,Diraq,Keio Univ"
10.1002/qute.202200044,"Beihang Univ,Shandong Univ"
10.1021/nl303863s,"Univ New S Wales,Sandia Natl Labs,Purdue Univ,Univ Melbourne"
10.1038/ncomms9603,"CNRS,Univ Grenoble Alpes,Univ Montpellier"
10.1103/PhysRevLett.128.126803,"Inst Sci & Technol Austria ISTA,Univ Konstanz,Univ Basel,CNR,Scuola Normale Super Pisa,Univ Oxford,Hitachi Cambridge Lab,Politecn Milan"
10.1103/PhysRevB.104.115308,"Virginia Tech,Univ Maryland Baltimore Cty,Lab Phys Sci"
10.1038/s41467-024-53964-1,"Toshiba Europe Ltd,Univ Cambridge"
10.1038/s41467-019-13548-w,"Univ Wisconsin,Univ New South Wales"
10.1038/s41598-018-36476-z,"RIKEN,Natl Inst Adv Ind Sci & Technol,NIMS"
10.1038/s41467-024-45857-0,"Univ Copenhagen,Leiden Univ,QDevil,Purdue Univ,Norwegian Univ Sci & Technol"
10.1103/PhysRevLett.125.047701,"Forschungszentrum Julich,Rhein Westfal TH Aachen,Ruhr Univ Bochum,Univ Copenhagen,UNSW Sydney"
10.1002/adma.202206688,"Univ Strasbourg,Synchrotron SOLEIL,Univ Lorraine,Inst Carnot MICA,Univ Valencia"
10.1103/PhysRevLett.132.160804,"Univ Sheffield,Johannes Kepler Univ Linz,Univ Sussex"
10.1140/epjst/e2018-00094-2,"Univ Ljubljana,Jozef Stefan Inst,Beijing Computat Sci Res Ctr"
10.1039/d3sc04375d,"Univ Freiburg,Univ Bonn,Heinrich Heine Univ Dusseldorf,Univ Strasbourg"
10.1103/PhysRevB.92.115424,"McGill Univ,Beijing Computat Sci Res Ctr,RIKEN,Canadian Inst Adv Res"
10.1103/PhysRevB.100.125402,"McGill Univ,Beijing Computat Sci Res Ctr,Beijing Normal Univ,Univ New South Wales,Univ British Columbia"
10.1103/PhysRevB.98.024404,"CALTECH,Montana State Univ,Univ Chicago"
10.1038/s41565-017-0030-x,"Harvard Univ,Natl Inst Mat Sci"
10.1038/NNANO.2014.175,"Univ Basel,Ruhr Univ Bochum,Univ Paderborn"
10.1103/PhysRevA.103.062426,"Moscow MV Lomonosov State Univ,Peter Great St Petersburg Polytech Univ"
10.1088/1367-2630/aba462,"Univ Ljubljana,Graz Univ Technol"
10.1103/PhysRevApplied.16.054034,"CNR,Appl Mat MDLx Italy R&D,Univ Toronto"
10.1039/d3sc03089j,"Rudjer Boskovic Inst,Univ Zagreb,Natl Inst Chem,Leibniz IFW Dresden"
10.1063/5.0174588,"Teikyo Univ,RIKEN"
10.1103/PhysRevApplied.21.014044,"Univ Sci & Technol China,Chinese Acad Sci,Guangxi Univ,Beijing Superstring Acad Memory Technol,Origin Quantum Comp Co Ltd"
10.1063/1.4867905,"Univ New S Wales,Univ Melbourne"
10.1103/PhysRevB.91.075435,"CNR,Univ Milano Bicocca"
10.1103/PhysRevB.82.115445,"Univ Konstanz,Princeton Univ"
10.1103/PhysRevApplied.17.024068,"Univ Sydney,Univ New South Wales,Keio Univ"
10.1103/PhysRevB.100.035310,"CNR,Univ Milano Bicocca"
10.1103/PhysRevApplied.22.064029,"Univ Rochester,Virginia Tech,Univ Chicago,Virginia Tech Ctr Quantum Informat Sci & Engn,Southern Univ Sci & Technol"
10.1002/anie.202207947,"Univ Manchester,Ashoka Univ,Univ Parma,Ist Nazl Fis Nucl,UdR Parma"
10.1021/nl303663n,"Stanford Univ,Natl Inst Informat,Univ Paderborn"
10.1038/s41586-019-1867-y,"Princeton Univ,Google Inc"
10.1038/s41467-023-42169-7,"Univ Manchester,Univ Oxford"
10.1103/PhysRevLett.114.226803,"Univ Maryland,NIST"
10.1103/PhysRevB.100.125430,"Univ Konstanz,Princeton Univ,Univ Wien,Google Inc"
10.1103/PhysRevApplied.10.044058,"Univ Sydney,Purdue Univ"
10.1088/1367-2630/18/10/103018,"UNSW Australia,Sandia Natl Labs,Delft Univ Technol,FOM Inst AMOLF,Simon Fraser Univ"
10.1103/PhysRevLett.107.266803,"Princeton Univ,Sandia Natl Labs"
10.1038/s41586-022-04697-y,"Delft Univ Technol,Univ Innsbruck"
10.1063/5.0035300,"Rhein Westfal TH Aachen,Forschungszentrum Julich,Natl Inst Mat Sci"
10.1088/2058-9565/ab5e07,"Forschungszentrum Julich,Rhein Westfal TH Aachen,Univ Duisburg Essen"
10.1038/s41534-024-00820-1,"Univ Cambridge,Hitachi Cambridge Lab,Univ Bristol,Univ Grenoble Alpes,Univ Vienna,Quantum Mot"
10.1142/S0217979218400283,"J Stefan Inst,Univ Ljubljana"
10.1103/PRXQuantum.2.040314,"Univ Chicago,Univ Iowa,Argonne Natl Lab,Eindhoven Univ Technol"
10.1038/NPHYS2326,"Univ Munich,Natl Res Council Canada,McGill Univ,Univ Sherbrooke,Univ Regensburg,ETH"
